Name,Date,legal form,Industry,Country
"gabe des aktuellen Registerinhalts -
Abruf vom 16.",be des aktu,cooperative,energy,Germany
"Klima-Region Aachen eG
b) Sitz, Niederlassung, in",13.12.2016,cooperative,energy,Germany
"LEW Bürgerenergie e.G.
b) Sitz, Niederlassung, in",10.07.2013,cooperative,energy,Germany
"e: Genossenschaftsregister 
des Amtsgerichts Coesf",17.12.2021,cooperative,energy,Germany
"Landkraft Bürgerenergien Hoyaer Land eG
b) Sitz,",27.04.2023,cooperative,energy,Germany
Naturstrom Rheinstetten Bürger-Energiegenossensch,07.10.2020,cooperative,energy,Germany
"Rabenkopf BürgerEnergie eG
b) Sitz, Niederlassung",17.03.2014,cooperative,energy,Germany
"Rüthener Bürgerenergie eG
b) Sitz, Niederlassung,",09.11.2012,cooperative,energy,Germany
"Seeve Bürgerenergie eG
b) Sitz, Niederlassung, in",11.06.2023,cooperative,energy,Germany
"Teckwerke Bürgerenergie eG
b) Sitz, Niederlassung",17.05.2011,cooperative,energy,Germany
"Telgter Bürgerenergie eG
b) Sitz, Niederlassung,",20.10.2009,cooperative,energy,Germany
"UrStrom - BürgerEnergieGenossenschaft Mainz eG
b)",23.09.2012,cooperative,energy,Germany
"VR-BürgerEnergie Landsberg eG
b) Sitz, Niederlass",11.10.2011,cooperative,energy,Germany
"VR-Bürgerenergie Rothenburg o.d.Tbr. eG
b) Sitz,",11.05.2010,cooperative,energy,Germany
"Winterlinger Bürgerenergie eG
b) Sitz, Niederlass",03.04.2012,cooperative,energy,Germany
WirMachenEnergie eG - Plattform für Bürgerenergie,17.12.2022,cooperative,energy,Germany
"bürgerEnergie Dietenhofen eG
b) Sitz, Niederlassu",22.05.2014,cooperative,energy,Germany
"fei Bürgerenergie eG
b) Sitz, Niederlassung, inlä",22.10.2022,cooperative,energy,Germany
"e: Genossenschaftsregister 
des Amtsgerichts Coesf",26.09.2016,cooperative,energy,Germany
"pro regionale energie eG
b) Sitz, Niederlassung,",22.04.2009,cooperative,energy,Germany
"Alb-Elektrizitätswerk Geislingen-Steige eG
b) Sit",06.03.1910,cooperative,energy,Germany
"BürgerStrom Dachau eG
b) Sitz, Niederlassung, inl",04.07.2011,cooperative,energy,Germany
"Energiegenossenschaft LauterStrom eG
b) Sitz, Nie",24.09.2012,cooperative,energy,Germany
"Strombezugsgenossenschaft Saig eG
b) Sitz, Nieder",17.03.1932,cooperative,energy,Germany
"Südeifel Strom eG
b) Sitz, Niederlassung, inländi",04.05.2009,cooperative,energy,Germany
"Südeifel Strom eG
b) Sitz, Niederlassung, inländi",04.05.2009,cooperative,energy,Germany
"UrStrom - BürgerEnergieGenossenschaft Mainz eG
b)",23.09.2012,cooperative,energy,Germany
"Wärme-Strom-Gemeinschaft eG
b) Sitz, Niederlassun",30.04.2009,cooperative,energy,Germany
"EVI Solarstrom eG
b) Sitz, Niederlassung, inländi",20.08.2009,cooperative,energy,Germany
"Solarstrom Eningen eG
b) Sitz, Niederlassung, inl",20.12.2007,cooperative,energy,Germany
"SfM SolarStrom für Menschen eG
b) Sitz, Niederlas",10.05.2010,cooperative,energy,Germany
"Rietberger Bürger-Solarstrom eG
b) Sitz, Niederla",11.08.2009,cooperative,energy,Germany
"Sonnenstrom Sarstedt eG
b) Sitz, Niederlassung, i",13.08.2009,cooperative,energy,Germany
"Bürger-Windpark Amelinghausen eG
b) Sitz, Niederl",18.05.2015,cooperative,energy,Germany
"Bürgerenergie Windpark Lauterstein eG
b) Sitz, Ni",27.01.2016,cooperative,energy,Germany
"Bürgergenossenschaft Windpark Wittmund eG
b) Sitz",31.05.2016,cooperative,energy,Germany
Bürgerenergiegenossenschaft Solarpark Vogtsburg e,01.03.2013,cooperative,energy,Germany
1. Bürgerenergiegenossenschaft der Samtgemeinde L,27.05.2009,cooperative,energy,Germany
"BEG-SW Bürgerenergiegenossenschaft eG
b) Sitz, Ni",14. März 2,cooperative,energy,Germany
BEGEB eG- Bürgerenergiegenossenschaft Ederberglan,10.04.2012,cooperative,energy,Germany
"Bergische Bürgerenergiegenossenschaft eG
b) Sitz,",29.03.2012,cooperative,energy,Germany
"Bühler BürgerEnergiegenossenschaft eG
b) Sitz, Ni",24.10.2012,cooperative,energy,Germany
"Bürger-Energiegenossenschaft Alb-Donau eG
b) Sitz",17.08.2010,cooperative,energy,Germany
"Bürger-Energiegenossenschaft Murr eG
b) Sitz, Nie",24.02.2011,cooperative,energy,Germany
"BürgerEnergieGenossenschaft Geisenhausen eG
b) Si",19.12.2011,cooperative,energy,Germany
"BürgerEnergieGenossenschaft Gemeinde Brest eG
b)",05.03.2021,cooperative,energy,Germany
"gabe des aktuellen Registerinhalts -
Abruf vom 16.",be des aktu,cooperative,energy,Germany
"BürgerEnergieGenossenschaft Leimen eG
b) Sitz, Ni",18.06.2012,cooperative,energy,Germany
"BürgerEnergieGenossenschaft Hochwald eG
b) Sitz,",24.01.2012,cooperative,energy,Germany
"BürgerEnergieGenossenschaft Kraichgau eG
b) Sitz,",24.03.2010,cooperative,energy,Germany
"BürgerEnergieGenossenschaft Lindenberg eG
b) Sitz",18.09.2013,cooperative,energy,Germany
"BürgerEnergieGenossenschaft Nordeifel eG
b) Sitz,",08.03.2023,cooperative,energy,Germany
"BürgerEnergieGenossenschaft Ruhr-West eG
b) Sitz,",22.01.2016,cooperative,energy,Germany
"BürgerEnergieGenossenschaft Schaumburg eG
b) Sitz",28.10.2015,cooperative,energy,Germany
"BürgerEnergieGenossenschaft Sottrum eG
b) Sitz, N",haftsregist,cooperative,energy,Germany
"BürgerEnergieGenossenschaft Wolfhagen eG
b) Sitz,",28.03.2012,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Bauland eG
b) Sitz, N",11.05.2021,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Balingen eG
b) Sitz,",23.03.2009,cooperative,energy,Germany
BürgerEnergiegenossenschaft Bad Schussenried-Ingo,15.07.2009,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Attenweiler eG
b) Sit",17.06.2010,cooperative,energy,Germany
BürgerEnergieGenossenschaft in der Samtgemeinde B,14.07.2008,cooperative,energy,Germany
BürgerEnergieGenossenschaft im Landkreis Bad Kiss,25.05.2023,cooperative,energy,Germany
"BürgerEnergieGenossenschaft eG
b) Sitz, Niederlas",08. Februa,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Bergatreute eG
b) Sit",27.07.2010,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Boxberg eG
b) Sitz, N",11.05.2017,cooperative,energy,Germany
BürgerEnergiegenossenschaft Dettingen unter Teck,23.02.2010,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Birkenfeld eG
b) Sitz",25.07.2011,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Berghülen eG
b) Sitz,",12.10.2012,cooperative,energy,Germany
BürgerEnergiegenossenschaft Biederbach & Elztal e,22.02.2010,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Durmersheim eG
b) Sit",22.03.2010,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Emmendingen eG
b) Sit",18.06.2012,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Eberhardzell eG
b) Si",28.07.2009,cooperative,energy,Germany
BürgerEnergiegenossenschaft E-Werk Mittelbaden e.,04.10.2012,cooperative,energy,Germany
"BürgerEnergiegenossenschaft EnBW-City eG
b) Sitz,",06.05.2009,cooperative,energy,Germany
BürgerEnergiegenossenschaft Frischer Wind Stuttga,07.02.2013,cooperative,energy,Germany
BürgerEnergiegenossenschaft Fronreute-Wolpertswen,11.01.2010,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Hardthausen eG
b) Sit",21.07.2009,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Haßberge eG
b) Sitz,",12.12.2012,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Heilbronn e.G.
b) Sit",18.02.2013,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Herbertingen eG
b) Si",17.02.2009,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Krautheim eG
b) Sitz,",17.09.2021,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Kehl eG
b) Sitz, Nied",09.07.2012,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Ilshofen eG
b) Sitz,",10.05.2017,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Illerrieden eG
b) Sit",10.05.2010,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Herbolzheim eG
b) Sit",14.03.2011,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Kurpfalz eG
b) Sitz,",26.10.2010,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Oberstadion eG
b) Sit",02.12.2009,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Neckarwestheim eG
b)",22.03.2011,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Mittlere Fils eG
b) S",21.02.2013,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Mietingen eG
b) Sitz,",03.08.2011,cooperative,energy,Germany
"BürgerEnergiegenossenschaft March eG
b) Sitz, Nie",08.02.2011,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Leibertingen eG
b) Si",18.01.2010,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Laupheim eG
b) Sitz,",28.11.2011,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Pfedelbach eG
b) Sitz",05.05.2010,cooperative,energy,Germany
BürgerEnergiegenossenschaft Rotach-Schussen-Argen,08.10.2008,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Riss eG
b) Sitz, Nied",13.04.2010,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Raum Neuenstadt eG
b)",01.07.2009,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Riedlingen eG
b) Sitz",19.10.2010,cooperative,energy,Germany
BürgerEnergiegenossenschaft Region Karlsruhe Ettl,22.05.2012,cooperative,energy,Germany
BürgerEnergiegenossenschaft Region Wangen im Allg,04.12.2008,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Schelklingen eG
b) Si",28.09.2010,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Schemmerhofen eG
b) S",27.01.2010,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Sonne und Wind eG
b)",10.11.2010,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Schömberg eG
b) Sitz,",14.05.2012,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Sexau eG
b) Sitz, Nie",07.06.2010,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Teningen eG
b) Sitz,",03.12.2009,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Unteres Jagsttal eG
b",20.10.2016,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Voralb-Schurwald eG
b",16.07.2009,cooperative,energy,Germany
BürgerEnergiegenossenschaft Uhldingen-Mühlhofen e,19.02.2013,cooperative,energy,Germany
BürgerEnergiegenossenschaft Weilheim an der Teck,22.11.2010,cooperative,energy,Germany
"BürgerEnergiegenossenschaft Weingarten eG
b) Sitz",18.06.2009,cooperative,energy,Germany
"Bürgerenergie Kaiserstuhl eG - BEKA
b) Sitz, Nied",11.10.2012,cooperative,energy,Germany
"Bürgerenergiegenossenschaft Aller-Ohre eG
b) Sitz",20.01.2023,cooperative,energy,Germany
"Bürgerenergiegenossenschaft Altusried eG
b) Sitz,",17.02.2022,cooperative,energy,Germany
"Bürgerenergiegenossenschaft BENG eG
b) Sitz, Nied",01.04.2011,cooperative,energy,Germany
"gabe des aktuellen Registerinhalts -
Abruf vom 16.",be des aktu,cooperative,energy,Germany
"Bürgerenergiegenossenschaft Beckum eG
b) Sitz, Ni",28.10.2010,cooperative,energy,Germany
Bürgerenergiegenossenschaft Gaukönigshofen eG (BE,03.04.2022,cooperative,energy,Germany
"Bürgerenergiegenossenschaft Gusterath eG
b) Sitz,",09.04.2022,cooperative,energy,Germany
"Bürgerenergiegenossenschaft Biberach eG
b) Sitz,",02.10.2012,cooperative,energy,Germany
Bürgerenergiegenossenschaft Dörentrup-Wendlinghau,26.10.2017,cooperative,energy,Germany
"Bürgerenergiegenossenschaft Handrup eG
b) Sitz, N",28.01.2017,cooperative,energy,Germany
"Bürgerenergiegenossenschaft Scheeßel eG
b) Sitz,",haftsregist,cooperative,energy,Germany
Bürgerenergiegenossenschaft Solarpark Vogtsburg e,01.03.2013,cooperative,energy,Germany
Bürgerenergiegenossenschaft Sonnenland Illerich e,haftsregist,cooperative,energy,Germany
"Bürgerenergiegenossenschaft Inselberg eG
b) Sitz,",30.08.2013,cooperative,energy,Germany
"gabe des aktuellen Registerinhalts -
Abruf vom 16.",be des aktu,cooperative,energy,Germany
"Bürgerenergiegenossenschaft Thüringer Becken eG
b",15.05.2023,cooperative,energy,Germany
"Bürgerenergiegenossenschaft Vordere Alb eG
b) Sit",24.04.2009,cooperative,energy,Germany
"Bürgerenergiegenossenschaft Wiesentheid eG
b) Sit",haftsregist,cooperative,energy,Germany
"Bürgerenergiegenossenschaft Zellingen eG
b) Sitz,",16.09.2022,cooperative,energy,Germany
Bürgerenergiegenossenschaft in der Gemeinde Apen,14.08.2008,cooperative,energy,Germany
Bürgerenergiegenossenschaft in der Gemeinde Edewe,haftsregist,cooperative,energy,Germany
Bürgerenergiegenossenschaft in der Stadt Marsberg,19.04.2011,cooperative,energy,Germany
"DEnG Denzlinger BürgerEnergiegenossenschaft eG
b)",10.05.2011,cooperative,energy,Germany
Energieland Kreis Steinfurt Bürgerenergiegenossen,20.12.2022,cooperative,energy,Germany
"Sonnensegler Bürgerenergiegenossenschaft eG
b) Si",18.10.2021,cooperative,energy,Germany
"UrStrom - BürgerEnergieGenossenschaft Mainz eG
b)",23.09.2012,cooperative,energy,Germany
"Vital Real Immobilien Deutschland eG
b) Sitz, Nie",30.08.2013,cooperative,energy,Germany
"WiSo-Bürgerenergiegenossenschaft eG
b) Sitz, Nied",01.04.2023,cooperative,energy,Germany
"BürgerKraftwerke Hermaringen eG
b) Sitz, Niederla",15.03.2011,cooperative,energy,Germany
"Weißachtal-Kraftwerke eG
b) Sitz, Niederlassung,",28.05.1919,cooperative,energy,Germany
cht Charlottenburg Ausdruck Genossenschaftsregiste,t Charlotte,cooperative,energy,Germany
"""Windfang e.G. FrauenEnergieGemeinschaft""
b) Sitz",17.05.1992,Limited partnership,Energy,Germany
"3E Eigene Erneuerbare Energie Genossenschaft eG
b",24.10.2012,Limited partnership,Energy,Germany
"AG Parchim Energie eG
b) Sitz, Niederlassung, inl",14.06.2023,Limited partnership,Energy,Germany
"AOVE-BioEnergie eG
b) Sitz, Niederlassung, inländ",14.01.2010,Limited partnership,Energy,Germany
"Agrar-Energie und Rind Genossenschaft eG
b) Sitz,",27.10.2009,Limited partnership,Energy,Germany
"Allianz der Ökonomen eG
b) Sitz, Niederlassung, i",20.02.2007,Limited partnership,Energy,Germany
"Arnsteiner Bürger-Energie e.G.
b) Sitz, Niederlas",17.03.2012,Limited partnership,Energy,Germany
"B.E.N BiomasseEnergieNetzwerk eG
b) Sitz, Niederl",13.03.2007,Limited partnership,Energy,Germany
"BEA - BürgerEnergie Aschaffenburg eG
b) Sitz, Nie",07.04.2010,Limited partnership,Energy,Germany
"BEG Bürger-Energie-Genossenschaft Esterwegen eG
b",04.07.2017,Limited partnership,Energy,Germany
BEGiN Bürger-Energie-Genossenschaft in Neustadt-M,01.03.2012,Limited partnership,Energy,Germany
"BENE Bürger-Energie Königsbronn eG
b) Sitz, Niede",19.11.2021,Limited partnership,Energy,Germany
"BEnKA - BürgerEnergie Karlsruhe eG
b) Sitz, Niede",09.12.2022,Limited partnership,Energy,Germany
"BWO Energie eG
b) Sitz, Niederlassung, inländisch",06.03.2016,Limited partnership,Energy,Germany
"Badische Holz Energie e.G
b) Sitz, Niederlassung,",03.08.2012,Limited partnership,Energy,Germany
"BioEnergie Bittelbronn eG
b) Sitz, Niederlassung,",04.03.2011,Limited partnership,Energy,Germany
"BioEnergie Buch eG
b) Sitz, Niederlassung, inländ",20.09.2013,Limited partnership,Energy,Germany
"BioEnergie Laderholz eG
b) Sitz, Niederlassung, i",05.01.2015,Limited partnership,Energy,Germany
"BioEnergieDorf Willersdorf eG
b) Sitz, Niederlass",haftsregist,Limited partnership,Energy,Germany
"BioEnergieService Marburger Land eG
b) Sitz, Nied",18.03.2015,Limited partnership,Energy,Germany
"BreitnauEnergie eG
b) Sitz, Niederlassung, inländ",18.10.2011,Limited partnership,Energy,Germany
"Brunnthal Energie eG
b) Sitz, Niederlassung, inlä",07.02.2013,Limited partnership,Energy,Germany
"Bühler BürgerEnergiegenossenschaft eG
b) Sitz, Ni",24.10.2012,Limited partnership,Energy,Germany
"Bürger Energie Borsdorf eG
b) Sitz, Niederlassung",20.08.2012,Limited partnership,Energy,Germany
"gabe des aktuellen Registerinhalts -
Abruf vom 15.",be des aktu,Limited partnership,Energy,Germany
"Bürger Energie Cappeln eG
b) Sitz, Niederlassung,",17.04.2018,Limited partnership,Energy,Germany
"e: Genossenschaftsregister 
des Amtsgerichts Coesf",11.02.2022,Limited partnership,Energy,Germany
"Bürger Energie Ennigerloh eG
b) Sitz, Niederlassu",23.01.2023,Limited partnership,Energy,Germany
"Bürger Energie Erzgebirge eG
b) Sitz, Niederlassu",20.05.2014,Limited partnership,Energy,Germany
"Bürger Energie Genossenschaft (BEG) eG
b) Sitz, N",29.09.2009,Limited partnership,Energy,Germany
Bürger Energie Genossenschaft Freisinger Land eG,16.04.2013,Limited partnership,Energy,Germany
"Bürger Energie Kassel & Söhre eG
b) Sitz, Niederl",21.03.2013,Limited partnership,Energy,Germany
"Bürger Energie Lenzkirch eG
b) Sitz, Niederlassun",06.06.2011,Limited partnership,Energy,Germany
"Bürger Energie Markt Schwaben eG
b) Sitz, Niederl",22.09.2010,Limited partnership,Energy,Germany
"Bürger Energie St. Peter eG
b) Sitz, Niederlassun",27.08.2009,Limited partnership,Energy,Germany
"Bürger Energie Region Regensburg eG
b) Sitz, Nied",31.01.2012,Limited partnership,Energy,Germany
"Bürger speichern Energie eG
b) Sitz, Niederlassun",20.07.2011,Limited partnership,Energy,Germany
"Bürger-Energie Altertheim eG
b) Sitz, Niederlassu",02.02.2012,Limited partnership,Energy,Germany
"Bürger-Energie Aurach eG
b) Sitz, Niederlassung,",23.01.2023,Limited partnership,Energy,Germany
"Bürger-Energie Bad Dürrheim eG
b) Sitz, Niederlas",14.12.2011,Limited partnership,Energy,Germany
"Bürger-Energie Bodensee eG
b) Sitz, Niederlassung",22.07.2011,Limited partnership,Energy,Germany
"Bürger-Energie Deißlingen eG
b) Sitz, Niederlassu",28.09.2011,Limited partnership,Energy,Germany
"Bürger-Energie Ebenweiler eG
b) Sitz, Niederlassu",13.11.2012,Limited partnership,Energy,Germany
"Bürger-Energie Harsum eG
b) Sitz, Niederlassung,",20.05.2010,Limited partnership,Energy,Germany
"Bürger-Energie Großeicholzheim eG
b) Sitz, Nieder",22.11.2011,Limited partnership,Energy,Germany
"Bürger-Energie Grabfeld eG
b) Sitz, Niederlassung",15.07.2010,Limited partnership,Energy,Germany
"Bürger-Energie Giesen eG
b) Sitz, Niederlassung,",11.02.2010,Limited partnership,Energy,Germany
"Bürger-Energie Fischerbach eG
b) Sitz, Niederlass",11.10.2011,Limited partnership,Energy,Germany
"Bürger-Energie ProRegion eG
b) Sitz, Niederlassun",29.02.2012,Limited partnership,Energy,Germany
"Bürger-Energie Plüderhausen eG
b) Sitz, Niederlas",04.07.2012,Limited partnership,Energy,Germany
"Bürger-Energie Oberharmersbach eG
b) Sitz, Nieder",24.06.2013,Limited partnership,Energy,Germany
"Bürger-Energie Lüdenscheid e.G.
b) Sitz, Niederla",28.01.2015,Limited partnership,Energy,Germany
"Bürger-Energie Lichtenau eG
b) Sitz, Niederlassun",17.04.2012,Limited partnership,Energy,Germany
"Bürger-Energie Leinebergland eG
b) Sitz, Niederla",26.01.2010,Limited partnership,Energy,Germany
"Bürger-Energie Hummetal eG
b) Sitz, Niederlassung",27.04.2010,Limited partnership,Energy,Germany
"Bürger-Energie Unterkirnach eG
b) Sitz, Niederlas",27.04.2023,Limited partnership,Energy,Germany
"Bürger-Energie Tübingen eG
b) Sitz, Niederlassung",19.03.2009,Limited partnership,Energy,Germany
"Bürger-Energie Sendenhorst & Albersloh eG
b) Sitz",01.06.2011,Limited partnership,Energy,Germany
"Bürger-Energie Südbaden eG
b) Sitz, Niederlassung",28.02.2012,Limited partnership,Energy,Germany
"Bürger-Energie Schwarzwald eG
b) Sitz, Niederlass",09.04.2010,Limited partnership,Energy,Germany
"Bürger-Energie Zittau-Görlitz eG
b) Sitz, Niederl",09.09.2009,Limited partnership,Energy,Germany
"Bürger-Energie-Genossenschaft Berglern eG
b) Sitz",09.07.2020,Limited partnership,Energy,Germany
Bürger-Energie-Genossenschaft Bad Lippspringe-Sch,04.11.2010,Limited partnership,Energy,Germany
Bürger-Energie-Genossenschaft Altes Land und Horn,16.08.2023,Limited partnership,Energy,Germany
"Bürger-Energie-Erdbach eG
b) Sitz, Niederlassung,",12.11.2022,Limited partnership,Energy,Germany
"e: Genossenschaftsregister 
des Amtsgerichts Coesf",17.03.2010,Limited partnership,Energy,Germany
"Bürger-Energie Zollernalb eG
b) Sitz, Niederlassu",23.02.2012,Limited partnership,Energy,Germany
"Bürger-Energie-Genossenschaft Köllertal eG
b) Sit",07.05.2015,Limited partnership,Energy,Germany
"Bürger-Energie-Genossenschaft Neubulach eG
b) Sit",11.10.2012,Limited partnership,Energy,Germany
Bürger-Energie-Genossenschaft Neuburg-Schrobenhau,26.07.2013,Limited partnership,Energy,Germany
"Bürger-Energie-Genossenschaft STeinfurt eG
b) Sit",02.01.2014,Limited partnership,Energy,Germany
Bürger-Energie-Genossenschaft im Landkreis Kelhei,09.06.2011,Limited partnership,Energy,Germany
Bürger-Energie-Genossenschaft im Landkreis Pfaffe,24.02.2012,Limited partnership,Energy,Germany
"Bürger-Energie-Genossenschaft-Hofham eG
b) Sitz,",17.05.2019,Limited partnership,Energy,Germany
"Bürger-Energie-Niedereschach eG
b) Sitz, Niederla",15.04.2010,Limited partnership,Energy,Germany
"Bürger-Energie-Sauerlach eG
b) Sitz, Niederlassun",08.07.2019,Limited partnership,Energy,Germany
"Bürger-Energie-Stuhr eG
b) Sitz, Niederlassung, i",24.09.2009,Limited partnership,Energy,Germany
"Bürger-Energie-Syke eG
b) Sitz, Niederlassung, in",haftsregist,Limited partnership,Energy,Germany
"Bürger-Energie-Unterhaching eG (BEU)
b) Sitz, Nie",19.03.2012,Limited partnership,Energy,Germany
"Bürger-Energiegenossenschaft Alb-Donau eG
b) Sitz",17.08.2010,Limited partnership,Energy,Germany
"Bürger-für-Bürger-Energie eG
b) Sitz, Niederlassu",22.05.2012,Limited partnership,Energy,Germany
"Bürger.Energie.Wedemark eG
b) Sitz, Niederlassung",11.01.2021,Limited partnership,Energy,Germany
"Bürger.Energie.Werl eG
b) Sitz, Niederlassung, in",11.02.2011,Limited partnership,Energy,Germany
"BürgerEnergie Abtsgmünd eG
b) Sitz, Niederlassung",04.01.2014,Limited partnership,Energy,Germany
"BürgerEnergie Bohmte eG
b) Sitz, Niederlassung, i",14.04.2010,Limited partnership,Energy,Germany
"BürgerEnergie Bayerwald eG (BEB)
b) Sitz, Niederl",09.02.2023,Limited partnership,Energy,Germany
"BürgerEnergie Bergisch Gladbach eG
b) Sitz, Niede",28.03.2023,Limited partnership,Energy,Germany
"BürgerEnergie Buxtehude eG
b) Sitz, Niederlassung",21.01.2013,Limited partnership,Energy,Germany
"BürgerEnergie Dortmund eG
b) Sitz, Niederlassung,",10.05.2023,Limited partnership,Energy,Germany
"BürgerEnergie Göttingen eG
b) Sitz, Niederlassung",02.11.2023,Limited partnership,Energy,Germany
"BürgerEnergie Hardegsen eG
b) Sitz, Niederlassung",27.09.2011,Limited partnership,Energy,Germany
"BürgerEnergie Harz eG
b) Sitz, Niederlassung, inl",29.08.2018,Limited partnership,Energy,Germany
"gabe des aktuellen Registerinhalts -
Abruf vom 15.",be des aktu,Limited partnership,Energy,Germany
"BürgerEnergie Issum eG
b) Sitz, Niederlassung, in",30.01.2014,Limited partnership,Energy,Germany
"BürgerEnergie Jena eG
b) Sitz, Niederlassung, inl",30.03.2011,Limited partnership,Energy,Germany
"BürgerEnergie Lingelbach eG
b) Sitz, Niederlassun",09.09.2011,Limited partnership,Energy,Germany
"BürgerEnergie Markt Wald eG
b) Sitz, Niederlassun",22.März 20,Limited partnership,Energy,Germany
"BürgerEnergie Neckar-Odenwald eG
b) Sitz, Niederl",23.04.2012,Limited partnership,Energy,Germany
"BürgerEnergie Nordschwarzwald eG
b) Sitz, Niederl",22.10.2012,Limited partnership,Energy,Germany
"BürgerEnergie Ostfildern eG
b) Sitz, Niederlassun",25.07.2011,Limited partnership,Energy,Germany
"BürgerEnergie Radolfshausen eG
b) Sitz, Niederlas",haftsregist,Limited partnership,Energy,Germany
"BürgerEnergie Retzstadt eG
b) Sitz, Niederlassung",11.05.2011,Limited partnership,Energy,Germany
"BürgerEnergie Rhein-Sieg eG
b) Sitz, Niederlassun",20.01.2011,Limited partnership,Energy,Germany
"BürgerEnergie Stadt-Land-See eG
b) Sitz, Niederla",19.04.2010,Limited partnership,Energy,Germany
"BürgerEnergie Solingen eG
b) Sitz, Niederlassung,",13.03.2014,Limited partnership,Energy,Germany
"BürgerEnergie Siebengebirge eG
b) Sitz, Niederlas",29.09.2011,Limited partnership,Energy,Germany
"BürgerEnergie Schwaikheim eG
b) Sitz, Niederlassu",25.06.2018,Limited partnership,Energy,Germany
"BürgerEnergie Salzbödetal eG
b) Sitz, Niederlassu",28.07.2014,Limited partnership,Energy,Germany
"BürgerEnergie Saale-Holzland eG
b) Sitz, Niederla",05.02.2013,Limited partnership,Energy,Germany
"BürgerEnergie Steyerberg-Fernwärme eG
b) Sitz, Ni",02.02.2015,Limited partnership,Energy,Germany
"BürgerEnergie Stuttgart eG
b) Sitz, Niederlassung",20.06.2009,Limited partnership,Energy,Germany
"BürgerEnergie Südschwarzwald eG
b) Sitz, Niederla",23.07.2012,Limited partnership,Energy,Germany
"BürgerEnergie Tauberfranken 2 eG
b) Sitz, Niederl",01.09.2011,Limited partnership,Energy,Germany
"BürgerEnergie Zaber-Neckar e.G.
b) Sitz, Niederla",28.01.2010,Limited partnership,Energy,Germany
"BürgerEnergie Wiesbaden eG
b) Sitz, Niederlassung",13.06.2023,Limited partnership,Energy,Germany
"BürgerEnergie Vellberg-Bühlertal eG
b) Sitz, Nied",12.11.2021,Limited partnership,Energy,Germany
"BürgerEnergie Tauberfranken eG
b) Sitz, Niederlas",13.07.2010,Limited partnership,Energy,Germany
"BürgerEnergie Tauberfranken 3 eG
b) Sitz, Niederl",07.12.2012,Limited partnership,Energy,Germany
"BürgerEnergie und Wissen Südniedersachsen eG
b) S",29.10.2010,Limited partnership,Energy,Germany
"BürgerEnergie-Stauferland eG
b) Sitz, Niederlassu",18.06.2012,Limited partnership,Energy,Germany
"BürgerEnergieAltmark eG
b) Sitz, Niederlassung, i",25.01.2012,Limited partnership,Energy,Germany
"BürgerEnergieDornstadt eG
b) Sitz, Niederlassung,",16.05.2011,Limited partnership,Energy,Germany
"BürgerEnergieEppelborn eG (BEE eG)
b) Sitz, Niede",19.09.2012,Limited partnership,Energy,Germany
"BürgerEnergieGenossenschaft Geisenhausen eG
b) Si",19.12.2011,Limited partnership,Energy,Germany
"BürgerEnergieGenossenschaft Lindenberg eG
b) Sitz",18.09.2013,Limited partnership,Energy,Germany
"BürgerEnergieGenossenschaft Leimen eG
b) Sitz, Ni",18.06.2012,Limited partnership,Energy,Germany
