CVR-nummer/REG-nummer,Startdato,Ophørsdato,Navn,Adresse,Postnr.,By,Virksomhedsform,Hovedbranche,Telefonnr,Email,Reklamebeskyttet
20276991,1997-08-01,2015-06-12,MELØSE - ST. LYNGBY ENERGISELSKAB A.M.B.A.,Skolevej 7B - Meløse - 3320 Skævinge,3320,Skævinge,Forening,351100 Produktion af elektricitet,,,Nej
18965704,1995-11-02,2011-03-31,SALLING VINDMØLLELAUG I/S,"C/O Leif Beltoft, C/O Leif Beltoft - Solbakken 7A - 9240 Nibe",9240,Nibe,Forening,351100 Produktion af elektricitet,,,Nej
68281253,1988-04-01,2014-06-30,Ryde-Stendis Vindmøllelaug,"C/O Ruben Berthelsen, C/O Ruben Berthelsen - Højbjergvej 1 - Ryde - 7830 Vinderup",7830,Vinderup,Forening,351100 Produktion af elektricitet,,,Nej
38101552,1986-04-01,2014-04-07,HINNERUP MØLLELAUG,"C/O Jørgen Laursen, C/O Jørgen Laursen - Rørsangervej 39 - 8382 Hinnerup",8382,Hinnerup,Forening,351100 Produktion af elektricitet,,,Nej
18478188,1995-04-01,2020-06-30,HVAM-GL HVAM KRAFTVARMEVÆRK AMBA,Gl. Viborgvej 84 - Hvam St - 9620 Aalestrup,9620,Aalestrup,Forening,351100 Produktion af elektricitet,,,Nej
17095293,1993-04-01,2022-12-31,ØLAND KRAFTVARMEVÆRK A M B A,Hammershøj 26A - Øland - 9460 Brovst,9460,Brovst,Forening,351100 Produktion af elektricitet,,,Nej
18468840,1994-01-24,2020-11-30,GYLLING-ØRTING-FALLING KRAFTVARMEVÆRK A.M.B.A.,Persievej 5 - Ørting - 8300 Odder,8300,Odder,Forening,351100 Produktion af elektricitet,,,Nej
16303917,1964-05-07,2009-03-27,Sønderjyllands Højspændingsværk A.M.B.A.,"C/O Sydvest energi Teknik A/S, C/O Sydvest energi Teknik A/S - Ravnevej 12 - 6705 Esbjerg Ø",6705,Esbjerg Ø,Forening,351100 Produktion af elektricitet,,,Nej
58401013,1976-06-01,2018-12-31,BRANDE ELVÆRK AF 1976,"C/O Benny Larsen, C/O Benny Larsen - Chr. Bergs Vej 21 - 7330 Brande",7330,Brande,Forening,351100 Produktion af elektricitet,,,Nej
32402321,2009-09-01,2013-11-06,Vorgod Østerby Vindmøllelaug I/S,Birkelundvej 3 - 6920 Videbæk,6920,Videbæk,Forening,351100 Produktion af elektricitet,,,Nej
17097342,1993-06-15,2021-08-11,ELLIDSHØJ-FERSLEV KRAFTVARMEVÆRK A M B A,"C/O Adv. Ulla Skov, C/O Adv. Ulla Skov - Hasserisvej 174 - 9000 Aalborg",9000,Aalborg,Forening,351100 Produktion af elektricitet,,,Nej
45534413,1964-06-06,2009-12-31,SKOVSGAARD TORSLEV Ø SVENSTRUP ELF,Stationsvej 20 - 9460 Brovst,9460,Brovst,Forening,351100 Produktion af elektricitet,,,Nej
14733728,1970-01-01,2010-12-31,AGGERSUND ELFORSYNING,"C/O Han Herreds Elforsyning, C/O Han Herreds Elforsyning - Stationsvej 20 - 9460 Brovst",9460,Brovst,Forening,351100 Produktion af elektricitet,,,Nej
16300292,1992-05-05,2012-09-30,SEVEL KRAFTVARMEVÆRK AMBA,"C/O Vinderup Varmeværk, C/O Vinderup Varmeværk - Sevelvej 67A - 7830 Vinderup",7830,Vinderup,Forening,351100 Produktion af elektricitet,,,Nej
24103757,1986-12-01,2013-11-15,VINDMØLLEPARKEN LUNDE I/S,"C/O Tom Skade, C/O Tom Skade - Brede Bygade 31 - 6261 Bredebro",6261,Bredebro,Forening,351100 Produktion af elektricitet,,,Nej
17663577,1994-01-01,2018-01-17,KLITMØLLER KRAFTVARMEVÆRK AMBA,"C/O Advokat Jacob Schousgaard, C/O Advokat Jacob Schousgaard - Frederiksgade 14 - 7700 Thisted",7700,Thisted,Forening,351100 Produktion af elektricitet,,,Nej
13378010,1967-07-03,2008-12-31,ÅBYBRO ELFORSYNING,"C/O H H Elforsyning, C/O H H Elforsyning - Stationsvej 20 - 9460 Brovst",9460,Brovst,Forening,351100 Produktion af elektricitet,,,Nej
25256042,2000-03-06,2018-10-16,Blæsbjerg Vindmøllelaug,"C/O Anders Hansen, C/O Anders Hansen - Klakring Stationsvej 18 - 7130 Juelsminde",7130,Juelsminde,Forening,351100 Produktion af elektricitet,,,Ja
17724339,1994-02-02,2014-08-31,EGEBJERG MØLLELAUG,"C/O Hans Jørgen Ellegaard Andersen, C/O Hans Jørgen Ellegaard Andersen - Bakkesvinget 7 - Vridsted - 7800 Skive",7800,Skive,Forening,351100 Produktion af elektricitet,,,Nej
47481015,1973-12-01,2009-12-31,FORENINGEN AF KOMMUNALE ELVÆRKER,Gyldenløvesgade 11 - 3. - 1600 København V,1600,København V,Forening,351100 Produktion af elektricitet,,,Nej
15608978,1991-10-01,2010-12-31,GRINDSTED-UGGERHALNE KRAFTVARMEVÆRK A M B A,Energivej 10 - 9310 Vodskov,9310,Vodskov,Forening,351100 Produktion af elektricitet,,,Nej
20156937,1997-07-01,2015-06-29,KLINKBY KRAFTVARME A.M.B.A.,"C/O Jens Chr Søgaard, C/O Jens Chr Søgaard - Lemvigvej 61 - Tørringhuse - 7620 Lemvig",7620,Lemvig,Forening,351100 Produktion af elektricitet,,,Nej
18496674,1995-02-21,2010-04-13,HOU KRAFTVARMEVÆRK AMBA,Skippervej 50A - 9370 Hals,9370,Hals,Forening,351100 Produktion af elektricitet,,,Nej
16946834,1993-05-15,2015-12-30,KLOSTER KRAFTVARMEVÆRK AMBA,Klostervej 112 - Kloster - 6950 Ringkøbing,6950,Ringkøbing,Forening,351100 Produktion af elektricitet,,,Nej
26598354,1986-04-01,2010-06-30,UHRE OG OMEGNS VINDMØLLELAUG,"C/O Per Hansen, C/O Per Hansen - Uhrevej 32B - Uhre - 7330 Brande",7330,Brande,Forening,351100 Produktion af elektricitet,,,Nej
25370082,2000-01-01,2015-12-30,Estrup Gårde Erhvervsmøllelaug I/S,"C/O Bent Kragh Thomsen, C/O Bent Kragh Thomsen - Toftagervej 10 - Skader - 8543 Hornslet",8543,Hornslet,Forening,351100 Produktion af elektricitet,,,Nej
18515830,1994-09-06,2019-05-05,ÅDUM KRAFTVARMEVÆRK A.M.B.A.,"C/O Tarm Elværk Amba, C/O Tarm Elværk Amba - Skolegade 23 - 6880 Tarm",6880,Tarm,Forening,351100 Produktion af elektricitet,,,Nej
38226215,1964-05-25,2019-12-31,Ejby Fjernvarmecentral,"C/O Advokat Jeppe Vang Madsen, C/O Advokat Jeppe Vang Madsen - Algade 6 - 5500 Middelfart",5500,Middelfart,Forening,351100 Produktion af elektricitet,,,Ja
16374172,1992-08-01,,HALVRIMMEN - ARENTSMINDE KRAFTVARMEVÆRK A M B A,"C/O Knud Erik Nedergaard, C/O Knud Erik Nedergaard - Valmuemarken 18 - Halvrimmen - 9460 Brovst",9460,Brovst,Forening,351100 Produktion af elektricitet,98238618,hakv@outlook.dk,Nej
19197298,1996-03-12,,UGGELHUSE-LANGKASTRUP KRAFTVARMEVÆRK AMBA,"C/O Juul Schouenborg Advokatfirma, C/O Juul Schouenborg Advokatfirma - Viengevej 100 - 1. - 8240 Risskov",8240,Risskov,Forening,351100 Produktion af elektricitet,86496888,karsten@sivsko.dk,Nej
18476339,1995-04-01,,VÆRUM-ØRUM KRAFTVARMEVÆRK AMBA,Borgergade 6 - 8870 Langå,8870,Langå,Forening,351100 Produktion af elektricitet,86462044,info@langaafjernvarme.dk,Nej
15025700,1991-03-01,,HEJLS VINDMØLLELAUG I/S,"C/O Mogens Westen, C/O Mogens Westen - Fjællebrovej 39 - 6093 Sjølund",6093,Sjølund,Forening,351100 Produktion af elektricitet,,mbw@khl.dk,Nej
18155141,1994-01-31,,JÆGERSPRIS KRAFTVARME A.M.B.A,Håndværkervej 9 - Over Draaby - 3630 Jægerspris,3630,Jægerspris,Forening,351100 Produktion af elektricitet,47531900,,Ja
17926195,1994-06-14,,ROSTRUP KRAFTVARMEVÆRK AMBA,Kildevej 4 - 9510 Arden,9510,Arden,Forening,351100 Produktion af elektricitet,98581622,bent@romafo.dk,Ja
19445933,1996-08-01,,BRØNS KRAFTVARMEVÆRK A.M.B.A.,"C/O Poul Peter Gad, C/O Poul Peter Gad - Hovedvejen 8D - Brøns - 6780 Skærbæk",6780,Skærbæk,Forening,351100 Produktion af elektricitet,30525258,broens.kvv@gmail.com,Nej
18496607,1995-03-01,,Skørping Varmeværk,Skørping Nord 11 - 9520 Skørping,9520,Skørping,Forening,351100 Produktion af elektricitet,98391437,mail@skoerpingvarmevaerk.dk,Nej
17750909,1994-03-16,,ASTRUP KRAFTVARMEVÆRK A.M.B.A.,Park Alle 2A - 9510 Arden,9510,Arden,Forening,351100 Produktion af elektricitet,98584488,astrupkv@mail.dk,Nej
19153908,1996-02-15,,SKULDELEV ENERGISELSKAB A M B A,Egevej 27 - Skuldelev - 4050 Skibby,4050,Skibby,Forening,351100 Produktion af elektricitet,47524136,info@skuldelevenergiselskab.dk,Nej
17038281,1993-07-01,,RAMSING LEM LIHME KRAFTVARMEVÆRK AMBA,"C/O Ramsing Lem Lihme Kraftvarmeværk, C/O Ramsing Lem Lihme Kraftvarmeværk - Hasselvej 8 - 7860 Spøttrup",7860,Spøttrup,Forening,351100 Produktion af elektricitet,97568599,info@rllfjernvarme.dk,Nej
16091308,1992-04-08,,LAURBJERG KRAFTVARMEVÆRK AMBA,Hvidtjørnevej 25 - Laurbjerg - 8870 Langå,8870,Langå,Forening,351100 Produktion af elektricitet,86468520,info@langaafjernvarme.dk,Nej
19500438,1996-08-01,,REJSBY KRAFTVARMEVÆRK A.M.B.A.,Rejsby Landevej 12B - 6780 Skærbæk,6780,Skærbæk,Forening,351100 Produktion af elektricitet,74753885,rejsbykraftvarmevaerk@firma.tele.dk,Nej
14324100,1990-06-01,,MOU KRAFTVARME AMBA,Ny Høstemarkvej 28C - 9280 Storvorde,9280,Storvorde,Forening,351100 Produktion af elektricitet,96369999,kraftvarme@redmark.dk,Ja
31242711,1964-05-24,,Videbæk Energiforsyning A.m.b.a,Godthaabsvej 3 - 6920 Videbæk,6920,Videbæk,Forening,351100 Produktion af elektricitet,97171688,,Nej
31139716,1967-07-03,,Studsgård Vandværk,Voldsgårdvej 6A - 7400 Herning,7400,Herning,Forening,351100 Produktion af elektricitet,,,Nej
43768050,2022-11-19,,Borgerenergifællesskabet Bornholms Havvind F.M.B.A.,"C/O Møbelfabrikken, C/O Møbelfabrikken - Gl Rønnevej 17A - 3730 Nexø",3730,Nexø,Forening,351100 Produktion af elektricitet,,,Nej
18021080,1994-02-02,,VORUPØR KRAFTVARMEVÆRK,Toosholmvej 6 - Vorupør - 7700 Thisted,7700,Thisted,Forening,351100 Produktion af elektricitet,97938227,,Nej
18474492,1995-05-01,,FUR KRAFTVARMEVÆRK AMBA,Vilietoften 4 - Madsbad - 7884 Fur,7884,Fur,Forening,351100 Produktion af elektricitet,97593844,,Nej
23312115,1967-07-03,,BJERRINGBRO ELVÆRK,"C/O Steffen Laursen, C/O Steffen Laursen - Fredensvej 63 - 8850 Bjerringbro",8850,Bjerringbro,Forening,351100 Produktion af elektricitet,25110011,steffenhlaursen@gmail.com,Ja
16893773,1993-04-20,,HVALPSUND KRAFTVARMEVÆRK AMBA,Hestbækvej 21 - Hvalpsund - 9640 Farsø,9640,Farsø,Forening,351100 Produktion af elektricitet,98638716,,Nej
15320796,1990-11-26,,ØRNHØJ-GRØNBJERG KRAFTVARMEVÆRK AMBA,Kjærs Vej 13 - 6973 Ørnhøj,6973,Ørnhøj,Forening,351100 Produktion af elektricitet,97386511,,Nej
15234784,1991-01-16,,ULBJERG KRAFT/VARME A M B A,"C/O Gitte Ramsdahl, C/O Gitte Ramsdahl - Håndværkervej 5 - Ulbjerg - 8832 Skals",8832,Skals,Forening,351100 Produktion af elektricitet,86697332,Ramsdahl@live.dk,Nej
44953013,1953-04-01,,Energi Ikast A M B A,Europavej 2 - 7430 Ikast,7430,Ikast,Forening,351100 Produktion af elektricitet,96600033,ikastvaerkerne@ikastvaerkerne.dk,Nej
25917979,2001-01-01,,Grundejerforeningen Smørmosen,"C/O Novo Nordisk A/S att. TBSU, C/O Novo Nordisk A/S att. TBSU - Novo Alle 1 - 2880 Bagsværd",2880,Bagsværd,Forening,351100 Produktion af elektricitet,,,Nej
14528601,1990-07-01,,TIM KRAFTVARMEVÆRK A M B A,"C/O Henning Bro, C/O Henning Bro - Høbrovej 9F - 6980 Tim",6980,Tim,Forening,351100 Produktion af elektricitet,97333688,,Nej
18073498,1994-09-01,2020-12-30,PRÆSTBRO KRAFTVARMEVÆRK A M B A,Fjembhedevej 25 - Præstbro - 9330 Dronninglund,9330,Dronninglund,Forening,351100 Produktion af elektricitet,,,Nej
20801840,1998-02-01,2008-06-30,VINDBLÆS KRAFTVARMEVÆRK A M B A,"C/O Birgitte Knudsen, C/O Birgitte Knudsen - Vilstedvej 110 - Vindblæs - 9670 Løgstør",9670,Løgstør,Forening,351100 Produktion af elektricitet,,,Nej
17283847,1993-09-02,2012-01-18,FARSTRUP-KØLBY KRAFTVARMEVÆRK AMBA,"C/O Thomas Jensen, C/O Thomas Jensen - Vårvej 7 - Farstrup - 9240 Nibe",9240,Nibe,Forening,351100 Produktion af elektricitet,,,Nej
17267604,1993-10-01,2012-09-30,VINDE HELSINGE MØLLELAUG I/S,"C/O Michael Jensen, C/O Michael Jensen - Lavendelvej 46 - 4470 Svebølle",4470,Svebølle,Forening,351100 Produktion af elektricitet,,,Nej
19659283,1996-07-04,2008-07-15,BØNNERUP HAVNS VINDMØLLEPARK I/S,"C/O Knud Andersen, C/O Knud Andersen - Hemmedvej 59 - 8585 Glesborg",8585,Glesborg,Forening,351100 Produktion af elektricitet,,,Nej
16896837,1993-04-20,2008-01-10,HILLERSLEV KRAFTVARMEVÆRK A M B A,"C/O Advokat Jacob Schousgaard, C/O Advokat Jacob Schousgaard - Frederiksgade 14 - 7700 Thisted",7700,Thisted,Forening,351100 Produktion af elektricitet,,,Nej
16863378,1993-01-01,2012-03-05,RIBE VINDMØLLELAUG I/S AF 1987 MØLLE 2,"C/O Ole Albertsen, C/O Ole Albertsen - Blokvej 2G - 6760 Ribe",6760,Ribe,Forening,351100 Produktion af elektricitet,,,Nej
16468231,1992-10-01,2015-06-30,NR. NISSUM KRAFTVARME A.M.B.A,Seminarievej 70 - Nørre Nissum - 7620 Lemvig,7620,Lemvig,Forening,351100 Produktion af elektricitet,,,Nej
16927309,1992-11-18,2021-08-11,VAARST-FJELLERAD KRAFTVARMEVÆRK AMBA i likvidation,"C/O Adv Ulla Skov, C/O Adv Ulla Skov - Hasserisvej 174 - 9000 Aalborg",9000,Aalborg,Forening,351100 Produktion af elektricitet,,,Nej
68361311,1964-04-01,2013-03-31,HORSENS OMEGNS FORENEDE VANDKRAFTANLÆG,Tietgensvej 2 - 8600 Silkeborg,8600,Silkeborg,Forening,351100 Produktion af elektricitet,,,Nej
68297516,1964-05-03,2010-12-31,Se Energi A.M.B.A.,Brårupvej 50 - 7800 Skive,7800,Skive,Forening,351100 Produktion af elektricitet,,,Nej
28681410,1964-10-15,2016-12-31,BORRIS EL-FORSYNING,"C/O Britta Beier, C/O Britta Beier - Møllegårdsvej 1A - Borris - 6900 Skjern",6900,Skjern,Forening,351100 Produktion af elektricitet,,,Nej
20276991,1997-08-01,2015-06-12,MELØSE - ST. LYNGBY ENERGISELSKAB A.M.B.A.,Skolevej 7B - Meløse - 3320 Skævinge,3320,Skævinge,Forening,351100 Produktion af elektricitet,,,Nej
18965704,1995-11-02,2011-03-31,SALLING VINDMØLLELAUG I/S,"C/O Leif Beltoft, C/O Leif Beltoft - Solbakken 7A - 9240 Nibe",9240,Nibe,Forening,351100 Produktion af elektricitet,,,Nej
68281253,1988-04-01,2014-06-30,Ryde-Stendis Vindmøllelaug,"C/O Ruben Berthelsen, C/O Ruben Berthelsen - Højbjergvej 1 - Ryde - 7830 Vinderup",7830,Vinderup,Forening,351100 Produktion af elektricitet,,,Nej
38101552,1986-04-01,2014-04-07,HINNERUP MØLLELAUG,"C/O Jørgen Laursen, C/O Jørgen Laursen - Rørsangervej 39 - 8382 Hinnerup",8382,Hinnerup,Forening,351100 Produktion af elektricitet,,,Nej
18478188,1995-04-01,2020-06-30,HVAM-GL HVAM KRAFTVARMEVÆRK AMBA,Gl. Viborgvej 84 - Hvam St - 9620 Aalestrup,9620,Aalestrup,Forening,351100 Produktion af elektricitet,,,Nej
17095293,1993-04-01,2022-12-31,ØLAND KRAFTVARMEVÆRK A M B A,Hammershøj 26A - Øland - 9460 Brovst,9460,Brovst,Forening,351100 Produktion af elektricitet,,,Nej
18468840,1994-01-24,2020-11-30,GYLLING-ØRTING-FALLING KRAFTVARMEVÆRK A.M.B.A.,Persievej 5 - Ørting - 8300 Odder,8300,Odder,Forening,351100 Produktion af elektricitet,,,Nej
16303917,1964-05-07,2009-03-27,Sønderjyllands Højspændingsværk A.M.B.A.,"C/O Sydvest energi Teknik A/S, C/O Sydvest energi Teknik A/S - Ravnevej 12 - 6705 Esbjerg Ø",6705,Esbjerg Ø,Forening,351100 Produktion af elektricitet,,,Nej
58401013,1976-06-01,2018-12-31,BRANDE ELVÆRK AF 1976,"C/O Benny Larsen, C/O Benny Larsen - Chr. Bergs Vej 21 - 7330 Brande",7330,Brande,Forening,351100 Produktion af elektricitet,,,Nej
32402321,2009-09-01,2013-11-06,Vorgod Østerby Vindmøllelaug I/S,Birkelundvej 3 - 6920 Videbæk,6920,Videbæk,Forening,351100 Produktion af elektricitet,,,Nej
47481015,1973-12-01,2009-12-31,FORENINGEN AF KOMMUNALE ELVÆRKER,Gyldenløvesgade 11 - 3. - 1600 København V,1600,København V,Forening,351100 Produktion af elektricitet,,,Nej
15608978,1991-10-01,2010-12-31,GRINDSTED-UGGERHALNE KRAFTVARMEVÆRK A M B A,Energivej 10 - 9310 Vodskov,9310,Vodskov,Forening,351100 Produktion af elektricitet,,,Nej
20156937,1997-07-01,2015-06-29,KLINKBY KRAFTVARME A.M.B.A.,"C/O Jens Chr Søgaard, C/O Jens Chr Søgaard - Lemvigvej 61 - Tørringhuse - 7620 Lemvig",7620,Lemvig,Forening,351100 Produktion af elektricitet,,,Nej
18496674,1995-02-21,2010-04-13,HOU KRAFTVARMEVÆRK AMBA,Skippervej 50A - 9370 Hals,9370,Hals,Forening,351100 Produktion af elektricitet,,,Nej
16946834,1993-05-15,2015-12-30,KLOSTER KRAFTVARMEVÆRK AMBA,Klostervej 112 - Kloster - 6950 Ringkøbing,6950,Ringkøbing,Forening,351100 Produktion af elektricitet,,,Nej
26598354,1986-04-01,2010-06-30,UHRE OG OMEGNS VINDMØLLELAUG,"C/O Per Hansen, C/O Per Hansen - Uhrevej 32B - Uhre - 7330 Brande",7330,Brande,Forening,351100 Produktion af elektricitet,,,Nej
25370082,2000-01-01,2015-12-30,Estrup Gårde Erhvervsmøllelaug I/S,"C/O Bent Kragh Thomsen, C/O Bent Kragh Thomsen - Toftagervej 10 - Skader - 8543 Hornslet",8543,Hornslet,Forening,351100 Produktion af elektricitet,,,Nej
18515830,1994-09-06,2019-05-05,ÅDUM KRAFTVARMEVÆRK A.M.B.A.,"C/O Tarm Elværk Amba, C/O Tarm Elværk Amba - Skolegade 23 - 6880 Tarm",6880,Tarm,Forening,351100 Produktion af elektricitet,,,Nej
38226215,1964-05-25,2019-12-31,Ejby Fjernvarmecentral,"C/O Advokat Jeppe Vang Madsen, C/O Advokat Jeppe Vang Madsen - Algade 6 - 5500 Middelfart",5500,Middelfart,Forening,351100 Produktion af elektricitet,,,Ja
17097342,1993-06-15,2021-08-11,ELLIDSHØJ-FERSLEV KRAFTVARMEVÆRK A M B A,"C/O Adv. Ulla Skov, C/O Adv. Ulla Skov - Hasserisvej 174 - 9000 Aalborg",9000,Aalborg,Forening,351100 Produktion af elektricitet,,,Nej
45534413,1964-06-06,2009-12-31,SKOVSGAARD TORSLEV Ø SVENSTRUP ELF,Stationsvej 20 - 9460 Brovst,9460,Brovst,Forening,351100 Produktion af elektricitet,,,Nej
14733728,1970-01-01,2010-12-31,AGGERSUND ELFORSYNING,"C/O Han Herreds Elforsyning, C/O Han Herreds Elforsyning - Stationsvej 20 - 9460 Brovst",9460,Brovst,Forening,351100 Produktion af elektricitet,,,Nej
16300292,1992-05-05,2012-09-30,SEVEL KRAFTVARMEVÆRK AMBA,"C/O Vinderup Varmeværk, C/O Vinderup Varmeværk - Sevelvej 67A - 7830 Vinderup",7830,Vinderup,Forening,351100 Produktion af elektricitet,,,Nej
24103757,1986-12-01,2013-11-15,VINDMØLLEPARKEN LUNDE I/S,"C/O Tom Skade, C/O Tom Skade - Brede Bygade 31 - 6261 Bredebro",6261,Bredebro,Forening,351100 Produktion af elektricitet,,,Nej
17663577,1994-01-01,2018-01-17,KLITMØLLER KRAFTVARMEVÆRK AMBA,"C/O Advokat Jacob Schousgaard, C/O Advokat Jacob Schousgaard - Frederiksgade 14 - 7700 Thisted",7700,Thisted,Forening,351100 Produktion af elektricitet,,,Nej
13378010,1967-07-03,2008-12-31,ÅBYBRO ELFORSYNING,"C/O H H Elforsyning, C/O H H Elforsyning - Stationsvej 20 - 9460 Brovst",9460,Brovst,Forening,351100 Produktion af elektricitet,,,Nej
25256042,2000-03-06,2018-10-16,Blæsbjerg Vindmøllelaug,"C/O Anders Hansen, C/O Anders Hansen - Klakring Stationsvej 18 - 7130 Juelsminde",7130,Juelsminde,Forening,351100 Produktion af elektricitet,,,Ja
17724339,1994-02-02,2014-08-31,EGEBJERG MØLLELAUG,"C/O Hans Jørgen Ellegaard Andersen, C/O Hans Jørgen Ellegaard Andersen - Bakkesvinget 7 - Vridsted - 7800 Skive",7800,Skive,Forening,351100 Produktion af elektricitet,,,Nej
16374172,1992-08-01,,HALVRIMMEN - ARENTSMINDE KRAFTVARMEVÆRK A M B A,"C/O Knud Erik Nedergaard, C/O Knud Erik Nedergaard - Valmuemarken 18 - Halvrimmen - 9460 Brovst",9460,Brovst,Forening,351100 Produktion af elektricitet,98238618,hakv@outlook.dk,Nej
19197298,1996-03-12,,UGGELHUSE-LANGKASTRUP KRAFTVARMEVÆRK AMBA,"C/O Juul Schouenborg Advokatfirma, C/O Juul Schouenborg Advokatfirma - Viengevej 100 - 1. - 8240 Risskov",8240,Risskov,Forening,351100 Produktion af elektricitet,86496888,karsten@sivsko.dk,Nej
18476339,1995-04-01,,VÆRUM-ØRUM KRAFTVARMEVÆRK AMBA,Borgergade 6 - 8870 Langå,8870,Langå,Forening,351100 Produktion af elektricitet,86462044,info@langaafjernvarme.dk,Nej
15025700,1991-03-01,,HEJLS VINDMØLLELAUG I/S,"C/O Mogens Westen, C/O Mogens Westen - Fjællebrovej 39 - 6093 Sjølund",6093,Sjølund,Forening,351100 Produktion af elektricitet,,mbw@khl.dk,Nej
18155141,1994-01-31,,JÆGERSPRIS KRAFTVARME A.M.B.A,Håndværkervej 9 - Over Draaby - 3630 Jægerspris,3630,Jægerspris,Forening,351100 Produktion af elektricitet,47531900,,Ja
17926195,1994-06-14,,ROSTRUP KRAFTVARMEVÆRK AMBA,Kildevej 4 - 9510 Arden,9510,Arden,Forening,351100 Produktion af elektricitet,98581622,bent@romafo.dk,Ja
19445933,1996-08-01,,BRØNS KRAFTVARMEVÆRK A.M.B.A.,"C/O Poul Peter Gad, C/O Poul Peter Gad - Hovedvejen 8D - Brøns - 6780 Skærbæk",6780,Skærbæk,Forening,351100 Produktion af elektricitet,30525258,broens.kvv@gmail.com,Nej
18496607,1995-03-01,,Skørping Varmeværk,Skørping Nord 11 - 9520 Skørping,9520,Skørping,Forening,351100 Produktion af elektricitet,98391437,mail@skoerpingvarmevaerk.dk,Nej
17750909,1994-03-16,,ASTRUP KRAFTVARMEVÆRK A.M.B.A.,Park Alle 2A - 9510 Arden,9510,Arden,Forening,351100 Produktion af elektricitet,98584488,astrupkv@mail.dk,Nej
19153908,1996-02-15,,SKULDELEV ENERGISELSKAB A M B A,Egevej 27 - Skuldelev - 4050 Skibby,4050,Skibby,Forening,351100 Produktion af elektricitet,47524136,info@skuldelevenergiselskab.dk,Nej
17038281,1993-07-01,,RAMSING LEM LIHME KRAFTVARMEVÆRK AMBA,"C/O Ramsing Lem Lihme Kraftvarmeværk, C/O Ramsing Lem Lihme Kraftvarmeværk - Hasselvej 8 - 7860 Spøttrup",7860,Spøttrup,Forening,351100 Produktion af elektricitet,97568599,info@rllfjernvarme.dk,Nej
16091308,1992-04-08,,LAURBJERG KRAFTVARMEVÆRK AMBA,Hvidtjørnevej 25 - Laurbjerg - 8870 Langå,8870,Langå,Forening,351100 Produktion af elektricitet,86468520,info@langaafjernvarme.dk,Nej
19500438,1996-08-01,,REJSBY KRAFTVARMEVÆRK A.M.B.A.,Rejsby Landevej 12B - 6780 Skærbæk,6780,Skærbæk,Forening,351100 Produktion af elektricitet,74753885,rejsbykraftvarmevaerk@firma.tele.dk,Nej
14324100,1990-06-01,,MOU KRAFTVARME AMBA,Ny Høstemarkvej 28C - 9280 Storvorde,9280,Storvorde,Forening,351100 Produktion af elektricitet,96369999,kraftvarme@redmark.dk,Ja
43768050,2022-11-19,,Borgerenergifællesskabet Bornholms Havvind F.M.B.A.,"C/O Møbelfabrikken, C/O Møbelfabrikken - Gl Rønnevej 17A - 3730 Nexø",3730,Nexø,Forening,351100 Produktion af elektricitet,,,Nej
31242711,1964-05-24,,Videbæk Energiforsyning A.m.b.a,Godthaabsvej 3 - 6920 Videbæk,6920,Videbæk,Forening,351100 Produktion af elektricitet,97171688,,Nej
31139716,1967-07-03,,Studsgård Vandværk,Voldsgårdvej 6A - 7400 Herning,7400,Herning,Forening,351100 Produktion af elektricitet,,,Nej
18021080,1994-02-02,,VORUPØR KRAFTVARMEVÆRK,Toosholmvej 6 - Vorupør - 7700 Thisted,7700,Thisted,Forening,351100 Produktion af elektricitet,97938227,,Nej
18474492,1995-05-01,,FUR KRAFTVARMEVÆRK AMBA,Vilietoften 4 - Madsbad - 7884 Fur,7884,Fur,Forening,351100 Produktion af elektricitet,97593844,,Nej
23312115,1967-07-03,,BJERRINGBRO ELVÆRK,"C/O Steffen Laursen, C/O Steffen Laursen - Fredensvej 63 - 8850 Bjerringbro",8850,Bjerringbro,Forening,351100 Produktion af elektricitet,25110011,steffenhlaursen@gmail.com,Ja
16893773,1993-04-20,,HVALPSUND KRAFTVARMEVÆRK AMBA,Hestbækvej 21 - Hvalpsund - 9640 Farsø,9640,Farsø,Forening,351100 Produktion af elektricitet,98638716,,Nej
15320796,1990-11-26,,ØRNHØJ-GRØNBJERG KRAFTVARMEVÆRK AMBA,Kjærs Vej 13 - 6973 Ørnhøj,6973,Ørnhøj,Forening,351100 Produktion af elektricitet,97386511,,Nej
15234784,1991-01-16,,ULBJERG KRAFT/VARME A M B A,"C/O Gitte Ramsdahl, C/O Gitte Ramsdahl - Håndværkervej 5 - Ulbjerg - 8832 Skals",8832,Skals,Forening,351100 Produktion af elektricitet,86697332,Ramsdahl@live.dk,Nej
44953013,1953-04-01,,Energi Ikast A M B A,Europavej 2 - 7430 Ikast,7430,Ikast,Forening,351100 Produktion af elektricitet,96600033,ikastvaerkerne@ikastvaerkerne.dk,Nej
25917979,2001-01-01,,Grundejerforeningen Smørmosen,"C/O Novo Nordisk A/S att. TBSU, C/O Novo Nordisk A/S att. TBSU - Novo Alle 1 - 2880 Bagsværd",2880,Bagsværd,Forening,351100 Produktion af elektricitet,,,Nej
14528601,1990-07-01,,TIM KRAFTVARMEVÆRK A M B A,"C/O Henning Bro, C/O Henning Bro - Høbrovej 9F - 6980 Tim",6980,Tim,Forening,351100 Produktion af elektricitet,97333688,,Nej
